Module Code,Title,Credits
EN6261,EDUCATIONAL LEADERSHIP DISSERTATION 1 ,12
EN6262,EDUCATIONAL LEADERSHIP DISSERTATION 2 ,12
EN6271,UNDERSTANDING LEARNING AND DEVELOPMENT: ,6
EN6272,WOOD TECHNOLOGY / CONSTRUCTION PEDAGOGY 2 ,3
EN6281,GRAPHICS PEDAGOGY 1 ,6
EN6291,ENGINEERING / TECHNOLOGY PEDAGOGY 1 ,6
EN6292,ENGINEERING / TECHNOLOGY PEDAGOGY 2 ,3
EN6301,WOOD TECHNOLOGY / CONSTRUCTION PEDAGOGY 1 ,6
EN6302,DISSERTATION ,24
EN6311,"INQUIRY, ARGUMENTATION AND SCIENCE TEACHING ",6
EN6401,RESEARCH METHODS 2 ,12
EN6411,DISSERTATION ,24
EN6412,DISSERTATION 2 ,24
EN6501,"CONTEMPORARY ISSUES 1: PERSPECTIVES ON LEARNING, ",9
EN6502,CONTEMPORARY ISSUES 2: PERSPECTIVES ON ,9
EN6503,ADVANCED RESEARCH METHODS 1: RESEARCH DESIGN ,9
EN6504,M. ED THESIS 1 ,15
EN6505,M. ED THESIS 2 ,15
EN6511,ACADEMIC WRITING AND INQUIRY ,9
EN6512,"TEACHING, LEARNING AND TECHNOLOGY ",12
EN6522,A PROFESSIONAL RESPONSE TO CONTEMPORARY ,12
EN6532,INQUIRY AND PROBLEM SOLVING IN STEM EDUCATION ,12
EN6542,TECHNOLOGY AND EDUCATIONAL CHANGE ,12
EN6552,SPECIAL EDUCATIONAL NEEDS 1 ,12
EN6562,SOCIOLOGICAL PERSPECTIVES ON DIVERSITY AND ,12
EN6572,AN INTRODUCTION TO THE PROFESSIONAL PRACTICE OF ,12
EN6582,RADICAL EDUCATION ,12
EN6592,ADVERSE LIFE EXPERIENCES AND LEARNING: ,12
EN6602,LEARNING THROUGH RELATING: PHILOSOPHICAL AND ,12
EN6611,LEADING ORGANISATIONAL CULTURE IN EDUCATION ,6
EN6612,EDUCATIONAL LEADERSHIP: MACRO PERSPECTIVES ,12
EN6621,BUILDING LEADERSHIP CAPACITY IN EDUCATION THROUGH ,6
EN6622,EDUCATIONAL LEADERSHIP: SCHOOL MANAGEMENT IN ,12
EN6632,INTERNATIONAL PERSPECTIVES ON EDUCATION ,12
EN6642,FRAMEWORKS FOR MENTORING ,12
EN6652,TEACHER PEDAGOGICAL WORK AND WELL-BEING: ,12
EN6672,INTERPROFESSIONAL LEARNING FOR EDUCATIONAL ,6
EN6801,SCIENCE PEDAGOGY 1 ,6
EN6804,BUSINESS EDUCATION INDEPENDENT STUDY ,3
EN6811,EDUCATIONAL TECHNOLOGY AND ICT 1 ,6
EN6812,MATHEMATICS KNOWLEDGE FOR TEACHING 1 ,3
EN6814,BUSINESS EDUCATION 2 ,3
EN6821,SPECIAL EDUCATIONAL NEEDS 1 ,6
EN6822,SCIENCE PEDAGOGY 2 ,3
EN6824,MATHEMATICAL MODELLING AND APPLICATIONS ,3
EN6831,EXPLORING SCIENCE EDUCATION 1 ,6
EN6832,SUBJECT PEDAGOGICS 2 (DESIGN AND COMMUNICATION ,3
EN6842,EDUCATIONAL TECHNOLOGY AND ICT 2 ,3
EN6844,SCIENCE PEDAGOGY 3 ,3
EN6852,SPECIAL EDUCATIONAL NEEDS 2 ,3
EN6854,RESEARCH TRENDS AND FUTURE PEDAGOGY IN GRAPHICS ,3
EN6862,ICT FOR MATHEMATICS TEACHING ,3
EN6864,EDUCATIONAL TECHNOLOGY AND ICT 3 ,3
EN6872,EXPLORING SCIENCE EDUCATION 2 ,3
EN6874,SPECIAL EDUCATIONAL NEEDS 3 ,3
EN6884,MATHEMATICS KNOWLEDGE FOR TEACHING 2 ,3
EN6904,SCIENCE EDUCATION INDEPENDENT STUDY ,3
EN6914,RESEARCH TRENDS AND FUTURE PEDAGOGY IN ,3
EN7003,PROFESSIONAL PORTFOLIO AND PROFESSIONAL PRACTICE ,6
EN7011,FOUNDATIONS OF SOCIAL SCIENTIFIC AND EDUCATION ,6
EN7012,ADVANCED RESEARCH METHODS 2: COLLECTING AND ,6
EN7013,FOUNDATIONS OF SOCIAL SCIENTIFIC AND EDUCATIONAL ,6
EN7021,ADVANCED RESEARCH METHODS 1: RESEARCH DESIGN ,6
EN7022,"CONTEMPORARY ISSUES IN TEACHING, LEARNING AND ",6
EN7031,POLICY STUDIES ,6
EN7032,CRITICAL MEDIA LITERACY ,6
EN7033,PROFESSIONAL PORTFOLIO AND PROFESSIONAL PRACTICE ,6
EN7041,ADVANCED RESEARCH METHODS 3: COLLECTING AND ,6
EN7042,RESPONDING TO CULTURAL DIVERSITY IN EDUCATIONAL ,6
EN7052,DESCRIPTIVE AND INFERENTIAL STATISTICS IN ,6
EN7062,LEADERSHIP AND PROFESSIONAL PRACTICE ,6
ES6002,RESEARCH METHODS FOR EDUCATION AND HEALTH ,6
ES8001,INTRODUCTION TO DOCTORAL STUDIES ,6
ES8002,RESEARCH INTEGRITY ,3
ES8003,ENTERING THE ACADEMIC COMMUNITY ,3
ES8004,POSTGRADUATE PROFESSIONAL PORTFOLIO ,9
ES8011,EHS INDEPENDENT LEARNING MODULE 1 ,6
ES8012,EHS INDEPENDENT LEARNING MODULE 2 ,6
ES8014,PG School Workshops Professional Portfolio ,12
ES8021,INTRODUCTION TO POSTGRADUATE RESEARCH ,6
ES9001,POSTGRADUATE SCHOOL WORKSHOPS AND PROFESSIONAL ,12
EY4003,SUBJECT PEDAGOGICS 1 (WOOD TECHNOLOGY AND ,6
EY4004,SUBJECT PEDAGOGICS 1 (TECHNOLOGY)(METAL) ,6
EY4006,SUBJECT PEDAGOGICS 2 (TECHNOLOGY)(METAL) ,6
EY4013,SUBJECT PEDAGOGICS 1 (ENGINEERING TECHNOLOGY AND ,6
EY4014,SUBJECT PEDAGOGICS 1 (ENGLISH) ,6
EY4016,SUBJECT PEDAGOGICS 2 (ENGLISH) ,6
EY4024,SUBJECT PEDAGOGICS 1 (GAEILGE) ,6
EY4026,SUBJECT PEDAGOGICS 2 (GAEILGE) ,6
EY4034,SUBJECT PEDAGOGICS 1 (GEOGRAPHY) ,6
EY4036,SUBJECT PEDAGOGICS 2 (GEOGRAPHY) ,6
EY4044,SUBJECT PEDAGOGICS 1 (CHEMISTRY) ,6
EY4046,SUBJECT PEDAGOGICS 2 (CHEMISTRY) ,6
EY4066,SUBJECT PEDAGOGICS 2 (ARCHITECTURAL TECHNOLOGY ,6
EY4076,SUBJECT PEDAGOGICS 2 (ENGINEERING TECHNOLOGY AND ,6
EY4104,SUBJECT PEDAGOGICS 1 (TECHNOLOGY)(WOOD) ,6
EY4106,SUBJECT PEDAGOGICS 1 (TECHNOLOGY)(WOOD) ,6
GA4003,SUBJECT PEDAGOGICS 1 (GAEILGE) ,3
GA4016,SUBJECT PEDAGOGICS 2 (GAEILGE) ,3
GM3001,MANAGING HEALTH IN THE HOME AND IN THE COMMUNITY ,18
GM4001,HEALTH INFORMATICS FOR PHYSIOTHERAPISTS ,6
GM4002,ANATOMY AND PHYSIOLOGY IN EMERGENT CARE 1 ,15
GM4003,PRINCIPLES OF PRE HOSPITAL EMERGENCY CARE 1 ,15
GM4004,INTRODUCTION TO EMERGENT CARE RESEARCH ,15
GM4007,PROFESSIONAL DEVELOPMENT IN PARAMEDIC PRACTICE ,6
GM4011,"HUMAN SCIENCE (BIOLOGY, PHYSICS AND CHEMISTRY) ",6
GM4012,ANATOMY AND PHYSIOLOGY IN EMERGENT CARE 2 ,15
GM4013,PRINCIPLES OF PRE HOSPITAL EMERGENCY CARE 2 ,15
GM4014,PRE HOSPITAL RESEARCH PROPOSAL ,15
GM4017,LEADERSHIP AND MENTORSHIP IN PREHOSPITAL ,9
GM4021,THE STRUCTURE OF THE BODY IN ILLNESS AND INJURY ,6
GM4022,CORE ANATOMY AND PHYSIOLOGY (PART B) ,6
GM4023,PRE HOSPITAL TRAUMA MANAGEMENT ,15
GM4024,ROSTERED CLINICAL PLACEMENT 2 ,30
GM4031,CORE ANATOMY AND PHYSIOLOGY (PART A) ,6
GM4032,PRINCIPLES OF EMERGENCY CARE 1 ,6
GM4033,POPULATION HEALTH AND EMERGENT CARE ,15
GM4034,ROSTERED CLINICAL PLACEMENT 3 ,30
GM4041,PARAMEDIC AND POPULATION HEALTH ,6
GM4042,PRINCIPLES OF EMERGENCY CARE 2 ,6
GM4043,ROSTERED CLINICAL PLACEMENT 1 ,30
GM4051,PATIENT-CENTRED PRACTICE ,6
GM4052,THE RESPIRATORY SYSTEM AND THE COMMUNITY ,6
GM4061,EMERGENCY DRIVING THEORY ,6
GM4062,THE CARDIOVASCULAR SYSTEM IN THE COMMUNITY ,6
GM4072,EMERGENCY DRIVING PRACTICE ,6
GM5001,DIABETES IN PRIMARY CARE ,6
GT8201,GENERIC AND TRANSFERABLE SKILLS PORTFOLIO ,3
GT8202,GENERIC AND TRANSFERABLE SKILLS PORTFOLIO ,6
GT8203,GENERIC AND TRANSFERABLE SKILLS PORTFOLIO ,9
GT8204,GENERIC AND TRANSFERABLE SKILLS PORTFOLIO ,12
GY4018,HISTORICAL/CULTURAL GEOGRAPHY OF MODERN IRELAND ,6
GY4043,SUBJECT PEDAGOGICS 1 (GEOGRAPHY) ,3
GY4046,SUBJECT PEDAGOGICS 2 (GEOGRAPHY) ,3
MA6003,STATISTICS AND PROBABLITY KNOWLEDGE FOR TEACHING ,3
MA6004,MATHEMATICAL STUDIES 2 (MATHEMATICAL MODELLING ,6
MA6014,MATHEMATICAL STUIDES 2 (PURE MATHEMATICS) ,6
MA6022,MATHEMATICS KNOWLEDGE FOR TEACHING ,3
MA6031,MATHEMATICAL STUDIES 1 (NUMBER THEORY AND PROOF) ,6
MA6041,MATHEMATICS PEDAGOGY ,6
MB4001,ALGEBRA 1 ,6
MB4002,ALGEBRA 2 ,6
MB4004,HISTORY AND FOUNDATIONS OF MATHEMATICS ,6
MB4008,GROUPS AND ALGEBRAIC STRUCTURES ,6
MB4017,GEOMETRY ,6
MB5001,MATHEMATICS PEDAGOGY ,6
MB5002,MATHEMATICAL MODELLING AND APPLICATIONS ,6
MB5011,NUMBER THEORY AND MATHEMATICAL PROOF ,6
MB5012,PURE MATHEMATICS ,6
MB5052,PROFESSIONAL INQUIRY IN MATHEMATICS EDUCATION ,6
MS4121,MATHS LABORATORY (B) ,6
NM4001,DEVELOPING SELF AS HEALTHCARE PRACTITIONER ,6
NM4011,PRINCIPLES FOR CONTEMPORARY NURSING STUDIES ,6
NM4022,PHARMACOLOGY FOR NURSES AND MIDWIVES ,6
NM4036,MEETING AND SUPPORTING THE PERSON WITH ,6
NM4046,SUPPORTING THE PERSON WITH INTELLECTUAL DISABILITY ,6
NM4056,CRISIS RESOLUTION AND RISK MANAGEMENT IN MENTAL ,6
NM4067,PRACTICE RESEARCH PROJECT ,12
NM4076,NURSING IN PRIMARY AND COMMUNITY SETTINGS ,6
NM4077,LEADING AND MANAGING IN QUALITY PRACTICE ,6
NM4086,RESEARCH AND EVIDENCE IN HEALTHCARE ,6
NM4087,PERSON CENTRED NURSING IN ACUTE COMPLEX CARE ,6
NM4091,PHILOSOPHIES UNDERPINNING PERSON CENTRED NURSING ,3
NM4092,INTRODUCTION TO HEALTH AND HEALTH PROMOTION ,6
NM4094,OLDER PERSON NURSING: VALUE BASED PRACTICE ,6
NM4096,PERSON CENTRED APPROACHES TO REHABILITATION ,6
NM4103,INTELLECTUAL DISABILITY EARLY CHILDHOOD NURSING ,6
NM4106,PRINCIPLES OF PALLIATIVE CARE ,6
NM4116,TRANSITION TOWARDS A COMPETENT PRACTITIONER ,6
NM4121,FOUNDATIONS FOR ENGAGED LEARNING ,3
NM4122,NURSING THE PERSON WITH COMORBID PHYSICAL AND ,6
NM4127,CONSOLIDATING MIDWIFERY PRACTICE ,6
NM4131,PROMOTING SAFETY WITHIN A HEALTHCARE CONTEXT ,6
NM4134,INTELLECTUAL DISABILITY ADULT NURSING ,6
NM4136,RESPONDING TO COMPLEX NEEDS DURING THE POSTNATAL ,6
NM4137,ENVISIONING THE FUTURE ROLE AND PRACTICE OF THE ,6
NM4141,FUNDAMENTALS OF NURSING PRACTICE ,6
NM4144,INTELLECTUAL DISABILITY OLDER ADULT NURSING ,6
NM4146,RESPONDING TO COMPLEX NEEDS OF THE AT RISK AND ILL ,6
NM4147,MENTAL HEALTH NURSING AND COMPLEX CARE NEEDS ,6
NM4153,PERSON CENTRED SURGICAL NURSING ,6
NM4154,PROMOTING RECOVERY IN PERSONS EXPERIENCING ,6
NM4155,CONTEMPORARY MIDWIFE PRACTITIONER ,6
NM4161,COMMUNICATION AND INTERPERSONAL RELATIONSHIPS IN ,6
NM4163,NUTRITION FOR NURSING PRACTICE ,6
NM4164,MENTAL HEALTH AND WELLBEING IN OLDER PERSONS ,6
NM4165,CHILD AND ADOLESCENT MENTAL HEALTH ,6
NM4181,PERSON CENTRED MEDICAL NURSING ,6
NM4183,PRINCIPLES OF INFECTION PREVENTION AND CONTROL FOR ,6
NM4191,INTRODUCTION TO MIDWIFERY ,3
NM4192,MIDWIFERY CARE IN CHILDBIRTH ,6
NM4231,MIDWIFERY CARE IN PREGNANCY ,6
NM4233,"FOUNDATIONS OF MATERNAL, CHILD, AND MENTAL HEALTH ",6
NM4241,UNDERSTANDING INTELLECTUAL DISABILITY ,3
NM4242,MATERNAL AND INFANT NUTRITION ,6
NM4243,NURSING INDIVIDUALS LIVING WITH LONG TERM ,6
NM4251,SPHERE AND PRACTICE OF THE RNID ,6
NM4252,INTRODUCTION TO SUPPORT STRATEGIES ACROSS THE ,6
NM4253,"MIDWIFERY CARE FOR THE POSTNATAL MOTHER, BABY AND ",6
NM4261,INTRODUCTION TO MENTAL HEALTH NURSING ,3
NM4263,INTELLECTUAL DISABILITY ADOLESCENT NURSING ,6
NM4264,RESPONDING TO COMPLEX NEEDS DURING PREGNANCY ,6
NM4271,INTRODUCTION TO MENTAL HEALTH DISORDERS AND ,6
NM4273,INTRODUCTION TO PSYCHOSOCIAL INTERVENTIONS ,6
NM4274,OBSTETRIC COMPLICATIONS IN PREGNANCY AND ,6
NM4283,PROMOTING RECOVERY IN PERSON EXPERIENCING MOOD ,6
NM4284,REPRODUCTIVE HEALTH AND WELLBEING ,6
NM5001,PRINCIPLES OF MATERNAL AND INFANT CARE ,6
NM5002,PRACTICE PLACEMENT HDIP MIDWIFERY B ,6
NM5003,PRACTICE PLACEMENT HDIP MIDWIFERY C ,6
NM5011,PRACTICE PLACEMENT HDIP MIDWIFERY A ,3
NM5021,CLINICAL GOVERNANCE IN MIDWIFERY ,6
NM5031,INTEGRATING AND CONSOLIDATING MIDWIFERY PRACTICE ,6
NM5041,PRACTICE PLACEMENT HDIP MIDWIFERY D ,9
NM6001,"LEADERSHIP, QUALITY IMPROVEMENT AND GOVERNANCE ",9
NM6002,ADVANCED HEALTH ASSESSMENT ,9
NM6003,ADVANCED PRACTICE CLINICAL PRACTICUM (MIDWIFERY) 1 ,9
NM6004,ADVANCED PRACTICE CLINICAL PRACTICUM (MIDWIFERY) 2 ,12
NM6011,ADVANCED PRACTICE DECISION MAKING FOR HEALTH ,12
NM6013,ADVANCED PRACTICE CLINICAL PRACTICUM (NURSING) 1 ,9
NM6014,ADVANCED PRACTICE CLINICAL PRACTICUM (NURSING) 2 ,12
NM8001,THEORETICAL UNDERPINNINGS OF PRACTICE BASED ,15
NM8002,TRANSLATIONAL RESEARCH ,15
NM8003,INDEPENDENT ENQUIRY ,12
NM8004,HEALTHCARE PRACTICE RESEARCH DISSERTATION 03 ,6
NM8005,HEALTHCARE PRACTICE RESEARCH DISSERTATION 04 ,30
NM8006,HEALTHCARE PRACTICE RESEARCH DISSERTATION 05 ,30
NM8007,HEALTHCARE PRACTICE RESEARCH DISSERTATION 06 ,30
NM8008,HEALTHCARE PRACTICE RESEARCH DISSERTATION 07 ,30
NM8009,HEALTHCARE PRACTICE RESEARCH DISSERTATION 08 ,30
NM8012,HEALTH PROFESSIONAL LEADERSHIP ,15
NM8013,HEALTHCARE PRACTICE RESEARCH DISSERTATION 02 ,30
NM8022,HEALTHCARE PRACTICE RESEARCH DISSERTATION 01 ,12
NM8024,HEALTHCARE PRACTICE RESEARCH DISSERTATION 02(A) ,15
NM8025,HEALTHCARE PRACTICE RESEARCH DISSERTATION 02(B) ,15
NM8033,HEALTHCARE PRACTICE RESEARCH DISSERTATION 05(A) ,15
NM8042,HEALTHCARE PRACTICE RESEARCH DISSERTATION 04(A) ,15
NM8043,HEALTHCARE PRACTICE RESEARCH DISSERTATION 04(B) ,15
NM8052,HEALTHCARE PRACTICE RESEARCH DISSERTATION 07(A) ,15
NM8053,HEALTHCARE PRACTICE RESEARCH DISSERTATION 07(B) ,15
NM8061,HEALTHCARE PRACTICE RESEARCH DISSERTATION 08(A) ,15
NM8062,HEALTHCARE PRACTICE RESEARCH DISSERTATION 08(B) ,15
NM8063,HEALTHCARE PRACTICE RESEARCH DISSERTATION 9 ,15
NS3062,STUDY SKILLS AND PERSONAL DEVELOPMENT ,12
NS3091,LEADING AND SUSTAINING CHANGE IN THE COMMUNITY ,18
NS3201,"MICROBIOLOGY, IMMUNOLOGY AND INFECTION CONTROL ",3
NS4001,"INTRODUCTION TO STUDY,LIBRARY AND COMPUTING ",6
NS4002,SCIENCE FOUNDATION 2 : GENETICS ,3
NS4003,"PROF STUDIES 3, NURSING ASSESSMENT AND EVALUATION ",6
NS4004,PROFESSIONAL STUDIES 4; MICROBIOLOGY AND ,6
NS4006,CLINICAL PLACEMENT 1 ,9
NS4013,HEALTH STUDIES ,6
NS4014,PROFESSIONAL STUDIES 5 CHILDHOOD AND ADOLESCENT ,6
NS4015,"RESEARCH 2, QUANTITATIVE METHODS ",6
NS4016,PROJECT 1 ,6
NS4017,MIDWIFERY SPHERE OF PRACTICE AND MODELS OF CARE ,9
NS4022,PHARMACOLOGY FOR NURSES AND MIDWIVES ,6
NS4024,INTRO. TO THE PRINCIPLES AND NATURE OF TEACHING ,9
NS4026,PROJECT 2 ,9
NS4027,CLINICAL PLACEMENT 7 (MIDWIFERY) ,9
NS4037,PROMOTING SUPPORTING AND PROTECTING ,6
NS4047,PREPARATION FOR PARENTHOOD ,6
NS4055,OBSTETRIC COMPLICATIONS AND EMERGENCIES ,6
NS4057,CONSOLIDATING MIDWIFERY PRACTICE ,9
NS4061,INTRODUCTION TO MIDWIFERY ,6
NS4063,CARE OF THE NEONATE ,3
NS4065,CONSOLIDATING MIDWIFERY PRACTICE ,6
NS4071,ADAPTATIONS TO PREGNANCY ,6
NS4072,MIDWIFERY PRACTICE AND NORMAL BIRTH ,6
NS4073,AT RISK PREGNANCY AND CHILDBIRTH ,6
NS4074,SEXUAL AND REPRODUCTIVE HEALTH IN MIDWIFERY ,6
NS4075,MIDWIFERY SPHERE OF PRACTICE AND MODELS OF CARE ,6
NS4081,CONTEMPORARY NURSING STUDIES ,6
NS4082,NURSING RESEARCH PROJECT 1 ,6
NS4083,NURSING RESEARCH PROJECT 2 ,12
NS4084,CARE OF THE AT RISK AND ILL NEONATE ,6
NS4093,DEVELOPING KNOWLEDGE FOR SCOPE OF PRACTICE ,9
NS4107,CLINICAL PLACEMENT 2 ,12
NS4143,DEVELOPING SELF AS A HEALTHCARE PRACTITIONER ,6
NS4201,"BIOLOGICAL SCIENCES 1, ANATOMY AND PHYSIOLOGY ",3
NS4202,"BIOLOGICAL SCIENCES 2, ANATOMY, PHYSIOLOGY AND ",3
NS4203,"BIOLOGICAL SCIENCES 3 ANATOMY, PHYSIOLOGY AND ",6
NS4204,RESEARCH FOR NURSES AND MIDWIVES ,3
NS4205,"MATERNITY, PEADIATRIC AND OLDER PERSON NURSING ",6
NS4208,MUSIC IN NURSING AND HEALTHCARE ,6
NS4211,THE ART AND SCIENCE OF NURSING ,6
NS4212,COMMUNICATIONS AND THERAPEUTIC RELATIONSHIPS ,6
NS4213,PRINCIPLES OF NUTRITION NURSING ,3
NS4214,ENDOCRINE AND REPRODUCTIVE NURSING ,6
NS4215,SPECIALISED NURSING CARE ,6
NS4218,COGNITIVE - BEHAVIOUR THERAPY ,6
NS4221,ADULT NURSING CARE ,6
NS4222,RESPIRATORY AND CIRCULATORY NURSING ,6
NS4223,RENAL AND GASTROENTEROLOGY NURSING ,6
NS4224,"NEUROLOGICAL, SENSORY AND MUSCULA-SKELETAL ",6
NS4228,PAIN MANAGEMENT ,6
NS4238,NURSING ASSESSMENT AND DIAGNOSIS ,6
NS4248,CRITICAL NURSING CARE ,6
NS4305,NURSING THE CHILD AND ADULT WITH BEHAVIOURAL ,6
NS4315,NURSING AND ALLIED THERAPIES ,6
NS4321,CONCEPTS AND NATURE OF INTELLECTUAL DISABILITY ,6
NS4322,NURSING THE CHILD WITH INTELLECTUAL DISABILITY ,6
NS4323,NURSING ADOLESCENTS AND ADULTS WITH INTELLECTUAL ,6
NS4324,NURSING THE INDIVIDUAL WITH MULTIPLE NEEDS ,6
NS4405,MENTAL HLTH NURSING AND SPECIAL CLIENT GROUPS ,6
NS4415,MENTAL HEALTH AND THE CARE CONTINIUM ,6
NS4421,THEORETIC BASIS FOR MENTAL HEALTH NURSING ,6
NS4422,MOOD AND EMOTIONAL DISORDERS AND MENTAL HEALTH ,6
NS4423,ALTERED HOMEOSTASIS AND MENTAL HEALTH ,6
NS4424,NURSING THE OLDER PERSON WITH INTELLECTUAL DISABIL ,6
NS4434,PSYCHOTIC AND PERSONALITY DISORDERS AND MENTAL ,6
NS4444,PSYCHOTHERAPEUTIC ENGAGEMENT IN MENTAL HEALTH ,6
NS4902,INFECTION PREVENTION AND CONTROL IN HEALTHCARE ,6
NS5042,HEALTHCARE POLICY AND REFORM ,9
NS5043,HEALTH RESEARCH - METHODS ,15
NS5044,DISSERTATION 2 ,30
NS5052,PRACTICE PLACEMENT 2 ,9
NS5053,DISSERTATION 1 ,15
NS5062,THERAPEUTIC INTERVENTIONS AND SUPPORT IN NURSING ,6
NS5063,INTEGRATING MIDWIFERY PRACTICE ,6
NS5071,ADVANCED ASSESSMENT IN NURSING ,6
NS5072,HEALTH PROMOTION IN NURSING / MIDWIFERY PRACTICE ,6
NS5073,SCOPE OF MIDWIFERY PRACTICE ,6
NS5081,INTELLECTUAL DISABILITY (HOLISTIC ASSESSMENT) ,6
NS5082,CONSULTANCY IN NURSING / MIDWIFERY ,6
NS5083,MIDWIFERY PROJECT ,6
NS5092,TRANSCULTURAL CARE ,6
NS5093,PRACTICE PLACEMENT 3 (H DIP) ,6
NS5121,REHABILITATION (OLDER PERSON) ASSESSMENT ,6
NS5123,PRACTICE PLACEMENT 4 (H DIP) ,6
NS5131,CONTEMPORARY ISSUES IN MIDWIFERY PRACTICE ,6
NS5132,THERAPEUTIC ENGAGEMENT ,6
NS5141,ADVANCED ASSESSMENT IN RESPIRATORY NURSING ,6
NS5142,COMPLEMENTARY THERAPIES IN HEALTHCARE PRACTICE ,6
NS5151,PHILOSOPHICAL CONCEPTS UNDERPINNING PALLIATIVE ,6
NS5152,FACILITATING EMPOWERMENT OF PERSONS WITH AN ,6
NS5161,THEORETICAL PRINCIPLES OF PERI-OPERATIVE NURSING ,6
NS5162,PSYCHOSOCIAL INTERVENTIONS ,6
NS5171,PRINCIPLES OF PRIMARY AND COMMUNITY CARE ,6
NS5172,REHABILITATION (OLDER PERSON) THERAPEUTIC NURSING ,6
NS5181,LEADING AND MANAGING CARING PRACTICE ,9
NS5182,ADVANCING MIDWIFERY PRACTICE ,6
NS5191,HEALTHCARE INFORMATICS: CONCEPTS AND ,6
NS5192,THERAPEUTIC INTERVENTIONS IN RESPIRATORY NURSING ,6
NS5200,PRACTICE PLACEMENT 2 B (H DIP) ,3
NS5201,FOUNDATIONS IN MIDWIFERY ,6
NS5202,THERAPEUTIC INTERVENTIONS IN PALLIATIVE CARE ,6
NS5211,PHYSIOLOGICAL AND PSYCHOSOCIAL ASPECTS OF ,6
NS5212,MANAGING AND COORDINATING PERI-OPERATIVE NURSING ,6
NS5221,MIDWIFERY CARE AND PRACTICE ,6
NS5222,EVIDENCE BASED PRACTICE IN HEALTHCARE ,12
NS5231,HOLISTIC CARE OF THE NEONATE ,6
NS5232,AT RISK PREGNANCY ,6
NS5241,PRACTICE PLACEMENT 1 A (HIGHER DIPLOMA) ,6
NS5242,HOLISTIC CARE OF THE AT RISK AND ILL NEONATE ,6
NS5251,"PROFESSIONAL, ETHICAL, LEGAL AND INTERPROFESSIONAL ",9
NS5252,MIDWIFERY CARE AND COMPLICATIONS OF CHILDBIRTH ,6
NS5261,DRUG ACTION AND PRESCRIBING ,9
NS5262,SEXUAL AND REPRODUCTIVE WELL-BEING ,6
NS5271,SYSTEMATIC ASSESSMENT AND EVALUATION IN PATIENT ,9
NS5272,PRACTICE PLACEMENT 2 A (H DIP) ,3
NS5281,CLINICAL PRACTICUM IN NURSE/MIDWIFE PRESCRIBING 1 ,3
NS5282,CLINICAL PRACTICUM IN NURSE/MIDWIFE PRESCRIBING 2 ,6
NS5902,INFECTION PREVENTION AND CONTROL IN HEALTHCARE ,6
NS6001,HEALTH RESEARCH - METHODS AND METHODOLOGY ,12
NS6002,DISSERTATION PROJECT 1 ,6
NS6003,DISSERTATION PROJECT 2 ,30
NS6004,DISSERTATION 1 ,9
NS6005,DISSERTATION 2 ,21
NS6011,PROJECT DEVELOPMENT ,3
NS6012,PAIN MANAGEMENT IN CLINICAL PRACTICE ,6
NS6013,DISSERTATION 1 ,9
NS6014,DISSERTATION 2 ,21
NS6021,PRINCIPLES UNDERPINNING DEMENTIA CARE ,6
NS6022,TEAM COLLABORATION IN COMMUNITY CARE ,6
NS6032,THERAPEUTIC INTERVENTIONS IN DEMENTIA CARE ,6
NS6033,PROJECT DEVELOPMENT AND STUDY SKILLS ,3
NS6034,PRINCIPLES OF PRIMARY AND COMMUNITY CARE ,9
NS6035,LEADING AND MANAGING PRACTICE ,9
NS6036,HEALTH RESEARCH - METHODS AND METHODOLOGY ,12
NS6037,DISSERTATION PROJECT 1 ,3
NS6038,PROMOTING QUALITY AND SAFTEY IN HEALTHCARE ,12
NS6039,DISSERTATION PROJECT 2 ,24
NS6040,INTERCULTURAL CARE ,9
NS6041,HEALTH PROMOTION IN NURSING / MIDWIFERY PRACTICE ,9
NS6042,THERAPEUTIC ENGAGEMENT ,9
NS6043,DISSERTATION 1 ,9
NS6044,DISSERTATION 2 ,21
NS6051,SUPPORTING PERINATAL MENTAL HEALTH ,9
NS6052,THERAPEUTIC INTERVENTIONS IN REHABILITATION ,9
NS6061,ASSESSMENT IN REHABILITATION OF THE OLDER PERSON ,9
NS6062,THERAPEUTIC INTERVENTIONS IN DEMENTIA CARE ,9
NS6071,PRINCIPLES UNDERPINNING DEMENTIA CARE ,9
NS6072,THERAPEUTIC INTERVENTIONS IN PALLIATIVE CARE ,9
NS6081,PRINCIPLES OF PALLIATIVE CARE IN PRACTICE ,9
NS6082,MANAGING AND CO-ORDINATING PERIOPERATIVE NURSING ,9
NS6091,PRINCIPLES UNDERPINNING PERIOPERATIVE NURSING ,9
NS6092,PSYCHOSOCIAL INTERVENTIONS ,9
NS6101,THEORIES OF PSYCHOSOCIAL ASSESSMENT AND CARE ,9
NS6102,THERAPEUTIC INTERVENTIONS IN RESPIRATORY NURSING ,9
NS6111,MANAGING VENOUS LEG ULCERATION ,9
NS6112,INTERPROFESSIONAL WORKING IN ACUTE AND EMERGENCY ,9
NS6121,PRINCIPLES OF INTERPROFESSIONAL WORKING IN ACUTE ,9
NS6122,PERINATAL BEREAVEMENT AND LOSS ,9
NS6131,CLINICAL PRACTICUM 3 (PRE HOSPITAL CARE) ,9
NS6132,CLINICAL PRACTICUM 4 (PRE HOSPITAL CARE) ,9
