Module Code,Title,Credits
HI4076,"PATRIOTS TO PARNELL: IRELAND, 1750-1891 ",6
HI4077,METROPOLIS THE GERMAN URBAN EXPERIENCE 1900-1945 ,6
HI4081,EARLY MODERN IRELAND ,6
HI4082,EUROPE: SOCIETY AND GOVERNANCE; 1890 - 1990 ,6
HI4083,"MAKING IRELAND BRITISH?: EARLY MODERN IRELAND, ",6
HI4087,WARFARE 1618 - 1714: THEORY AND PRACTICE ,6
HI4091,THE STRUCTURES AND INSTITUTIONS OF MEDIEVAL ,6
HI4092,TOOLS AND METHODS IN HISTORICAL RESEARCH ,6
HI4093,THE EMERGENCE OF MODERN IRELAND 1534-1798 ,6
HI4094,"LOCAL HISTORY: PLACE, SPACE AND PEOPLE ",6
HI4095,SOCIAL AND ECONOMIC CHANGE IN IRELAND 1780-1914 ,6
HI4096,EUROPE:DICTATORSHIP AND DEMOCRACY 1914-1968 ,6
HI4097,HISTORY OF MODERN AUSTRALIA 1788-1918 ,6
HI4098,WOMEN AND HISTORY ,6
HI4102,"IRELAND: REVOLUTION AND INDEPENDENCE, 1898 - 1968 ",6
HI4103,IMAGINING IRELAND: FROM EARLY MODERN TO MODERN ,6
HI4107,"CONSERVATIVES, PATRIOTS AND RADICALS: POLITICS AND ",6
HI4112,SOURCES FOR HISTORY ,6
HI4117,"THE IRISH CONFLICT, 1948 - 98 ",6
HI4122,INTRODUCTION TO THE HISTORY OF THE FAMILY ,6
HI4127,UNDERSTANDING THE HOLOCAUST IN 20TH CENTURY ,6
HI4132,WARFARE AND DIPLOMACY: EUROPE IN THE SEVENTEENTH ,6
HI4137,THE HISTORY OF POLITICAL THOUGHT OF HUMAN RIGHTS ,6
HI4142,"GAMES OF THRONES: GENDER, POWER AND IDENTITY, ",6
HI4147,"IRELAND AND THE USA, 1790 - 1960; A SPECIAL ",6
HI4148,THE HISTORY OF AUSTRALIA ,6
HI4152,"FROM KINGDOM TO REPUBLIC: IRISH HISTORY, 1660-1960 ",6
HI4157,"FRUGAL COMFORT: HOUSING POLICY AND PROCESSES, ",6
HI4158,CULTURE AND ANARCHY: IRELAND IN THE TWENTIETH ,6
HI4168,"THE COUNTRY HOUSE IN IRELAND; CLASS, GENDER AND ",6
HI4187,"HEALTH, STATE AND IRISH MEDICAL CARE, 1837 - 1948 ",6
HI4192,SOURCES FOR HISTORY ,6
HI4193,EARLY MODERN EUROPE AND IRELAND ,6
HI4194,"EUROPE: ENLIGHTENMENT AND REVOLUTION, 1688 - 1815 ",6
HI4195,IRELAND 1750 - 1850 ,6
HI4196,"EUROPE: SOCIETY AND GOVERNANCE, 1890 - 1990 ",6
HI4197,"IRISH TRAVELLERS: HISTORY AND CULTURE, 1922 - 80 ",6
HI4207,"THE FIRST GLOBAL EMPIRE: THE SPANISH MONARCH, ",6
HI4217,"THE EARLY MODERN CITY, 1450 - 1789 ",6
HI4227,"GOLDEN AGE: POLITICS, CULTURE AND WARFARE IN THE ",6
HI4237,THE MODERN MIDDLE EAST AND THE ARAB-ISRAELI ,6
HI4247,"EMPIRES, NATIONS AND UNION: EUROPE, 1848 - 1992 ",6
HI4257,HISTORY FINAL YEAR PROJECT 1 ,6
HI4258,HISTORY FINAL YEAR PROJECT 2 ,6
HI4267,ADVANCED HISTORY SPECIALISM ,6
HI4277,"ART, NATION, AND EMPIRE: 1750-1950 ",6
HI4287,THE END OF THE COLD WAR ,6
HI4297,"IRELAND REVOLUTION AND INDEPENDENCE, 1899 - 1968 ",6
HI4307,"HEALTH, GENDER, STATE AND IRISH MEDICAL CARE, 1837 - ",6
HI4317,HISTORIES OF EMOTIONS AND THE SENSES ,6
HI5011,HISTORY OF THE EUROPEAN IDEA ,9
HI5012,INTERNATIONAL HISTORY OF THE 20TH CENTURY ,9
HI5021,"THE HISTORY OF WOMEN, MEDIEVAL TO MODERN: ",9
HI5101,SOURCES AND METHODS OF HISTORY AND LOCAL STUDIES ,9
HI5102,SOURCES AND CASES IN MODERN IRISH HISTORY ,9
HI5111,COMPUTING AND DATABASES IN HISTORY RESEARCH ,9
HI5112,LOCAL STUDIES ,9
HI5221,DISSERTATION ,15
HI5222,DISSERTATION ,15
HI5231,"PEOPLE, TIME AND SPACE: LOCAL HISTORY RESEARCH ",3
HI5232,"PEOPLE, TIME AND SPACE: LOCAL HISTORY RESEARCH ",3
HI6001,CONCEPTS ,9
HI6002,HISTORY RESEARCH SEMINAR ,9
HI6003,DISSERTATION 2 ,30
HI6011,RESEARCH METHODS AND SOURCES;HISTORY OF ART AND ,9
HI6012,DISSERTATION 1 ,9
HI6013,DISSERTATION ,15
HI6014,DISSERTATION ,15
HI6015,DISSERTATION ,6
HI6023,DISSERTATION 2 ,30
HI6033,DISSERTATION ,30
HI6041,INTRODUCTION TO THE HISTORY OF THE FAMILY ,9
HI6043,DISSERTATION ,30
HI6051,SOURCES AND TECHNIQUES IN THE HISTORY OF THE ,9
HI6052,"IRISH TRAVELLERS: NOMADS IN A SEDENTARY SOCIETY, ",9
HI6061,LINKING FAMILIES TO COMMUNITIES ,9
HI6062,PEOPLE ON THE MOVE: STUDYING MIGRATION ,9
HI6071,ART AND CULTURES OF DISPLAY ,9
HI6072,RESEARCH SEMINAR IN THE HISTORY OF THE FAMILY ,9
HI6081,"ART, DEVOTION AND SOCIETY IN RENAISSANCE ITALY ",9
HI6082,DISSERTATION 1 ,9
HI6091,RESEARCH METHODOLOGY ,3
HI6092,ARCHITECTURE AND BUILDING; IRELAND 1690 - 1914: ,9
HI6101,MA HISTORY RESEARCH METHODOLOGY ,3
HI6102,ARCHIVING NON-GOVERNMENTAL ORGANISATION: ORAL ,9
HI6111,MA HISTORY RESEARCH METHODOLOGY ,3
HI6112,"""THE LOOK OF THE PAST"": ART AND VISUAL CULTURE IN ",9
HI6121,ART AND POWER IN THE AGE OF THE TUDORS AND STUARTS ,9
HI6122,DISSERTATION WRITING IN HISTORY OF FAMILY ,3
HI6131,CONCEPTS AND METHODS ,9
HI6132,HISTORY OF ART AND ARCHITECTURE DISSERTATION ,3
HI6141,AMERICA IN THE TWENTIETH CENTURY: 1918-74 ,9
HI6142,MA HISTORY DISSERTATION WRITING ,3
HI6151,"THE EUROPEAN NOBILITY, 1500-1789 ",9
HI6152,MEMORY AND BELONGING: ORAL HISTORY METHODOLOGY ,9
HI6161,"SEX, FAMILY AND GENDER IN EIGHTEENTH CENTURY ",9
HI6162,"UNIVERSITY AND SOCIETY, 1500-1789 ",9
HI6171,DIGITAL PUBLIC HISTORY: CULTURE AND COMMUNICATION ,9
HI6172,"AMERICA AND THE WIDER WORLD, 1823-1975 ",9
HI6181,WRITING SKILLS METHODOLOGY 1 ,3
HI6182,WRITING SKILLS METHODOLOGY 2 ,3
HI6191,GRADUATE SEMINAR IN IRISH CULTURAL HISTORY ,9
HI6192,IRISH DIASPORA: A SOCIAL AND CULTURAL HISTORY ,9
HI6201,INTRODUCTION TO PUBLIC HISTORY: THEORY AND ,9
HI6202,INTRODUCTION TO CULTURAL HERITAGE STUDIES ,9
HI6211,HISTORICAL RESEARCH IN PRACTICE 1 ,3
HI6212,THE EVOLUTION OF THE IRISH TOWN 1609-1960 ,9
HI6221,UNIVERSITY AND SOCIETY IN MEDIEVAL AND EARLY ,9
HI6222,DIRECTED READING IN HISTORY ,9
HI6231,HISTORY OF ART AND ARCHITECTURE SURVEY MODULE ,9
HI6301,INTRODUCTION TO THE HISTORY OF THE FAMILY-ONLINE ,9
HI6302,"THE 'LONG WAR' IN IRELAND, 1968-98 ",9
HI6312,HISTORICAL RESEARCH IN PRACTICE 2 ,3
HI6321,MA HISTORY RESEARCH METHODOLOGY-ONLINE MODULE ,3
HI6322,HISTORY RESEARCH SEMINAR-ONLINE ,9
HI6332,DISSERTATION WRITING IN HISTORY OF FAMILY -ONLINE ,3
HI6341,DISSERTATION 2 -ONLINE ,30
HI6342,DISSERTATION 1 -ONLINE ,9
HI6351,LINKING FAMILIES TO COMMUNITIES-ONLINE ,9
HI6352,PEOPLE ON THE MOVE: STUDYING MIGRATION- ONLINE ,9
HI6792,PUBLIC HISTORY INTERNSHIP ,9
HI6793,THE GLOBAL COLD WAR ,9
HI6794,EXPLORING LEGACIES OF CONFLICT ,9
HI6795,DISSERTATION ,30
HP4001,PREPARING FOR ACADEMIC SUCCESS ,6
HP4002,PUBLIC ADMINISTRATION FINAL YEAR PROJECT 2 ,6
HP4017,FINAL YEAR PROJECT (JOINT HONOURS) ,6
HP4027,FINAL YEAR RESEARCH DISSERTATION 1 ,6
HP4028,IRISH STUDIES PROJECT 2 ,6
HP4037,FINAL-YEAR PROJECT 1 ,6
HP4057,EUROPEAN STUDIES PROJECT SEMINAR ,6
HP4066,PREPARING FOR AN FYP ,6
HP4067,EUROPEAN STUDIES PROJECT 1 ,6
HP4068,EUROPEAN STUDIES PROJECT 2 ,6
HP4108,PUBLIC ADMINISTRATION PROJECT ,6
HP4127,FINAL YEAR PROJECT 1 (POLITICS AND INTERNATIONAL ,6
HP4128,FINAL YEAR PROJECT 2 (POLITICS AND INTERNATIONAL ,6
HP4138,FINAL YEAR RESEARCH DISSERTATION 2 ,6
HP4148,FINAL-YEAR PROJECT 2 ,6
HP4157,FINAL-YEAR PROJECT 1 ,6
HP4158,FINAL-YEAR PROJECT 2 ,6
HP4187,FINAL YEAR PROJECT 1 ,6
HP4188,FINAL YEAR PROJECT 2 ,6
HP4197,APPLIED LANGUAGES PROJECT 1 ,6
HP4198,APPLIED LANGUAGES PROJECT 2 ,6
HP4316,APPLIED LANGUAGES PROJECT ,12
HP4406,PROJECT 1 (HPSS) ,6
HP4417,FINAL YEAR PROJECT 1 ,6
HP4418,FINAL YEAR PROJECT 2 ,6
HP4427,FYP 1: ENGLISH AND HISTORY ,6
HP4428,FYP 2: ENGLISH AND HISTORY ,6
HP4437,FINAL YEAR PROJECT 1 (IRISH AND NEW MEDIA) ,6
HP4438,FINAL YEAR PROJECT 2 (IRISH AND NEW MEDIA) ,6
HP4508,LANGUAGE AND CULTURAL STUDIES PROJECT ,12
HP4517,"LANGUAGE, LITERATURE AND FILM PROJECT 1 ",6
HP4518,"LANGUAGE, LITERATURE AND FILM PROJECT 2 ",6
HP4527,LANGUAGE AND LITERATURE FINAL YEAR PROJECT 1 ,6
HP4528,LANGUAGE AND LITERATURE FINAL YEAR PROJECT 2 ,6
HU4013,COMPUTERS AND THE SOCIAL SCIENCES ,6
HU5000,IRISH LIFE AND LITERATURE ,6
HU5002,Visual Culture in Ireland and its European Context 1400- ,6
HU5013,SOCIOLOGICAL PERSPECTIVES ON IRISH SOCIETY ,6
HU5023,LAW IN IRELAND ,6
HU5033,SCREENING IRELAND: IRELAND IN FILM AND TELEVISION ,6
HU5043,MODERN IRISH THEATRE ,6
HU8004,INDIVIDUAL RESEARCH MODULE 4 (FOR STRUCTURED PHD) ,45
HU8005,INDIVIDUAL RESEARCH MODULE 5 (FOR STRUCTURED PHD) ,45
HU8006,INDIVIDUAL RESEARCH MODULE 6 (FOR STRUCTURED PHD) ,45
HU8007,INDIVIDUAL RESEARCH MODULE 7 (FOR STRUCTURED PHD) ,45
HU8008,INDIVIDUAL RESEARCH MODULE 8 (FOR STRUCTURED PHD) ,45
HU8011,INDIVIDUAL RESEARCH MODULE 1 (FOR STRUCTURED PHD) ,20
HU8012,DIGITAL HUMANITIES ,9
HU8013,SUMMER PLACEMENT ,9
HU8022,RESEARCH METHODS IN HISTORICAL AND CULTURAL ,9
HU8023,INDIVIDUAL RESEARCH MODULE 3 (FOR STRUCTURED PHD) ,45
HU8032,INDIVIDUAL RESEARCH MODULE 2 (FOR STRUCTURED PHD) ,25
HU8042,PUBLIC HUMANITIES ,9
IL5011,RESOURCES AND DEVELOPMENT ,9
IL5021,RESEARCH METHODS ,3
IL5031,RESEARCH METHODS ,9
IL5032,AMERICAN FOREIGN RELATIONS ,9
IL5052,"ORIGINS, DEVELOPMENT AND RESOLUTION OF CONFLICT ",9
IR6001,GLOBAL IRISH STUDIES SEMINAR 1: CORE ISSUES AND ,9
IR6003,GLOBAL IRISH STUDIES DISSERTATION ,30
IR6101,GLOBAL IRISH STUDIES RESEARCH SEMINAR 1 ,3
IR6102,GLOBAL IRISH STUDIES SEMINAR 2: LITERATURES AND ,9
IR6112,GLOBAL IRISH STUDIES RESEARCH SEMINAR II ,3
JA4009,JAPANESE LITERATURE 1 ,6
JA4019,JAPANESE LITERATURE 2 ,9
JA4029,JAPANESE SOCIETY 1 ,6
JA4039,JAPANESE SOCIETY 2 ,9
JA4111,"JAPANESE LANGUAGE, CULTURE AND SOCIETY 1 ",6
JA4112,"JAPANESE LANGUAGE, CULTURE AND SOCIETY 2 ",6
JA4211,"JAPANESE LANGUAGE, CULTURE AND SOCIETY 1 ",6
JA4212,"JAPANESE LANGUAGE, CULTURE AND SOCIETY 2 ",6
JA4213,"JAPANESE LANGUAGE, CULTURE AND SOCIETY 3 ",6
JA4221,BEGINNING JAPANESE LITERATURE ,6
JA4222,JAPANESE READING AND TRANSLATION ,6
JA4246,"JAPANESE LANGUAGE, CULTURE AND SOCIETY 4 ",6
JA4247,"JAPANESE LANGUAGE, CULTURE AND SOCIETY 5 ",6
JA4248,"JAPANESE LANGUAGE, CULTURE AND SOCIETY 6 ",6
JA4321,ASPECTS OF RECENT JAPANESE LITERATURE ,6
JA4511,JAPANESE FOR ENGINEERING AND SCIENCE 1 ,6
JA4512,JAPANESE FOR ENGINEERING AND SCIENCE 2 ,6
JA4626,JAPANESE LITERATURE AND CULTURE SINCE THE LATE 20TH ,6
JA4627,"JAPANESE LITERATURE: POETRY, DRAMA, PROSE ",6
JA4628,JAPANESE LANGUAGE AND LITERATURE 2: MINORITY ,6
JA4807,JAPAN SINCE THE WAR ,6
JA4808,JAPANESE LANGUAGE AND LITERATURE 1 ,6
JA4818,JAPANESE LANGUAGE AND LITERATURE 2 ,6
JA4911,JAPANESE FOR BUSINESS 1 ,6
JA4912,JAPANESE FOR BUSINESS 2 ,6
JA4913,JAPANESE FOR BUSINESS 3 ,6
JA4914,JAPANESE FOR BUSINESS 4 ,6
JA4915,JAPANESE FOR BUSINESS 5 ,6
JA4917,JAPANESE FOR BUSINESS 7 ,6
JA4918,JAPANESE FOR BUSINESS 8 ,6
JM4001,PROFESSIONAL SKILLS FOR JOURNALISM 1 ,3
JM4002,PROFESSIONAL SKILLS FOR JOURNALISM 2 ,3
JM4003,INTERVIEWING AND REPORTING ,6
JM4004,MAGAZINE JOURNALISM ,6
JM4006,SOCIAL MEDIA AND SOCIETY ,6
JM4007,ADVANCED PRACTICAL JOURNALISM ,6
JM4008,INVESTIGATIVE JOURNALISM ,6
JM4011,Introduction to Journalism ,6
JM4012,JOURNALISTIC WRITING 2 ,6
JM4013,RADIO JOURNALISM ,6
JM4014,FEATURE WRITING ,6
JM4017,JOURNALISM TEAM PROJECT ,6
JM4018,INDIVIDUAL JOURNALISM PROJECT ,6
JM4021,JOURNALISTIC WRITING 1 ,6
JM4022,INTRODUCTION TO SOCIAL MEDIA ,6
JM4023,INTRODUCTION TO BROADCAST JOURNALISM ,6
JM4024,SPORTS JOURNALISM ,6
JM4028,CURRENT ISSUES IN IRISH MEDIA ,6
JM4031,SUB-EDITING AND DESIGN 1 ,6
JM4032,SUB-EDITING AND DESIGN 2 ,6
JM4034,JOURNALISM AND WRITING 2: BREAKING NEWS AND ,6
JM4037,INDIVIDUAL JOURNALISM PROJECT AND PORTFOLIO 1 ,6
JM4038,RADIO WEEK ,6
JM4041,LIMERICK VOICE DIGITAL NEWS PROJECT 1 ,6
JM4042,LIMERICK VOICE DIGITAL NEWS PROJECT 2 ,6
JM4044,MAGAZINE JOURNALISM AND ADVANCED LAYOUT DESIGN ,6
JM4047,JOURNALISM TEAM PROJECT 1 ,6
JM4048,JOURNALISM TEAM PROJECT 2 ,6
JM4051,TV AND DIGITAL BROADCASTING ,6
JM4052,MEDIA CHALLENGES IN THE DIGITAL AGE ,6
JM4058,BROADCAST WEEK ,6
JM4062,DATA JOURNALISM ,6
JM4441,SHORTHAND 1 ,3
JM4442,SHORTHAND 2 ,3
JM5001,PROFESSIONAL SKILLS FOR JOURNALISM ,3
JM5002,INVESTIGATIVE JOURNALISM ,6
JM5003,DIGITAL PUBLIC RELATIONS FOR ENTERPRISE ,6
JM5011,JOURNALISTIC WRITING FOR NEWS ,9
JM5012,ADVANCED JOURNALISTIC WRITING (NEWS AND FEATURES) ,9
JM5021,JOURNALISTIC WRITING FOR FEATURES ,6
JM5022,CURRENT ISSUES IN IRISH MEDIA ,6
JM5031,SHORTHAND 1 ,3
JM5032,SHORTHAND 2 ,3
JM5041,JOURNALISM TEAM PROJECT ,6
JM5042,INDIVIDUAL JOURNALISM PROJECT ,6
JM5051,PROFESSIONAL SKILLS FOR JOURNALISM AND TEAM ,9
JM5052,INVESTIGATING CURRENT ISSUES IN IRISH JOURNALISM ,9
JM5061,INTRODUCTION TO BROADCAST JOURNALISM ,3
JM5062,BROADCAST JOURNALISM ,9
JM5072,RESEARCHING MEDIA ,3
JM5082,BROADCASTING AND MULTIMEDIA JOURNALISM ,9
JM5092,MEDIA LITERACY ,6
JM5102,IDENTIFYING COMMUNICATIONS STRATEGIES FOR ,6
JM6000,DISSERTATION 1 (MA IN JOURNALISM) ,9
JM6001,"MEDIA, SPORT AND SOCIETY ",9
JM6010,DISSERTATION 2 (MA IN JOURNALISM) ,21
JM6011,INTRODUCTION TO SPORTS COMMUNICATIONS ,9
JM6012,CRITICAL ECONOMIC AND MEDIA STUDIES ,9
JM6101,ADVANCED SPORTS WRITING ,9
JM6102,INTRODUCTION TO DATA COMMUNICATIONS ,6
JM6103,ADVANCED DATA STORYTELLING ,6
LA2003,LEGAL AND ETHICAL ISSUES ,6
LA4000,"TERRORISM, CRIME AND JUSTICE ",6
LA4001,LEGAL SYSTEM AND METHOD ,6
LA4002,JURISPRUDENCE ,6
LA4005,LEGAL ENVIRONMENT OF BUSINESS ,6
LA4006,MEDICAL LAW ,6
LA4007,ANIMALS AND THE LAW ,6
LA4008,COMPANY AND PARTNERSHIP LAW ,6
LA4009,POLICING AND HUMAN RIGHTS LAW IN IRELAND ,6
LA4010,PROJECT ,6
LA4011,INTRODUCTION TO LAWYERING 1 ,6
LA4012,COMPARATIVE LEGAL SYSTEMS ,6
LA4013,MEDIA LAW ,6
LA4014,PUBLIC LAW 2 ,9
LA4016,LAW IN CONTEXT ,6
LA4017,ADVANCED LAWYERING 1 ,6
LA4018,THE CRIMINAL PROCESS ,6
LA4019,GNCSIS FOUNDATION PRINCIPLES ,6
LA4021,CHILD LAW ,6
LA4022,COMMERCIAL LAW ,6
LA4023,PUBLIC LAW 1 ,9
LA4028,LAW AND THE CONSTRUCTION INDUSTRY ,6
LA4031,INSURANCE LAW ,6
LA4032,CRIMINAL PROCEDURE ,6
LA4033,LAW OF THE EUROPEAN UNION 1 ,6
LA4034,JURISPRUDENCE ,6
LA4035,LABOUR LAW ,6
LA4036,INTELLECTUAL PROPERTY LAW ,6
LA4037,LABOUR LAW ,6
LA4038,FAMILY LAW ,6
LA4039,COMPARATIVE LEGAL SYSTEMS ,6
LA4040,LAW OF EVIDENCE ,6
LA4041,CIVIL LIBERTIES ,6
LA4042,ADMINISTRATIVE LAW ,6
LA4044,LAW OF THE EUROPEAN UNION 2 ,6
LA4046,LAW AND PSYCHOLOGY ,6
LA4048,ADVANCED LAWYERING 2 ,6
LA4051,CRIMINAL LAW 1 (ONLINE) ,6
LA4052,INTRODUCTION TO LAWYERING 2 ,6
LA4053,IRISH LEGAL HISTORY ,6
LA4056,HOUSING LAW AND POLICY ,6
LA4058,HUMAN RIGHTS LAW ,6
LA4061,CRIME AND CRIMINAL JUSTICE (ONLINE) ,6
LA4062,CONSTITUTIONAL LAW 2 ,6
LA4063,"LGBT RIGHTS, RESISTANCE AND REDRESS: GENDER, ",6
LA4068,CRIME AND CRIMINAL JUSTICE ,6
LA4071,PROJECT 1 (ONLINE) ,6
LA4072,CRIMINAL LAW 2 (ONLINE) ,6
LA4073,INTRODUCTION TO CRIMINAL JUSTICE ,6
LA4078,FAMILY LAW ,6
LA4081,FAMILY LAW (ONLINE) ,6
LA4082,LAW OF EVIDENCE ,6
LA4088,FINAL YEAR PROJECT (BA CRIMINAL JUSTICE) ,6
LA4090,HISTORICAL PERSPECTIVES OF JUSTICE IN IRELAND: FOLK ,6
LA4091,LEGAL SYSTEMS AND METHODS ,6
LA4092,COMMERCIAL LAW (B) ,6
LA4093,LAW OF THE EUROPEAN UNION 1 ,6
LA4096,LAW OF THE EUROPEAN UNION 2 ,6
LA4098,SPORT AND THE LAW ,6
LA4100,CHILD LAW (ONLINE) ,6
LA4101,LAW OF EVIDENCE (ONLINE) ,6
LA4109,LAW AND CRIMINOLOGY ,6
LA4111,CONTRACT LAW 1 ,6
LA4112,CRIMINAL PROCEDURE (ONLINE) ,6
LA4121,MOOT COURT ,6
LA4122,CONTRACT LAW 2 ,6
LA4126,CIVIL LIBERTIES ,6
LA4128,"MODULE 16 FROM THE UNIVERSITé DE FRANCHE COMTé, ",6
LA4131,JURISPRUDENCE (ONLINE) ,6
LA4132,HUMAN RIGHTS LAW (ONLINE) ,6
LA4141,EQUALITY AND DIVERSITY IN THE WORKPLACE (LEVEL 8 ,6
LA4142,CONSTITUTIONAL LAW - FUNDAMENTAL RIGHTS (ONLINE) ,6
LA4151,FUNDAMENTALS OF THE LAW (ONLINE) ,6
LA4152,PROJECT 2 (ONLINE) ,6
LA4162,LAW AND PSYCHOLOGY (ONLINE) ,6
LA4190,CONSTITUTIONAL LAW 1 ,6
LA4191,CONTRACT LAW 1 ,6
LA4192,CONTRACT LAW 2 (B) ,6
LA4205,NURSING AND MIDWIFERY AND THE LAW ,3
LA4211,CRIMINAL LAW 1 ,6
LA4222,CRIMINAL LAW 2 ,6
LA4226,COURT PRACTICE AND PROCEDURE ,6
LA4290,COMPANY LAW 1 ,6
LA4291,CRIMINAL LAW 1 ,6
LA4292,CRIMINAL LAW 2 (B) ,6
LA4310,LAW OF TORTS 1 ,6
LA4320,LAW OF TORTS 2 ,6
LA4330,LAW OF TORTS 1 (B) ,6
LA4390,LAW OF TORTS 1 ,6
LA4392,LAW OF TORTS 2 ,6
LA4410,PUBLIC LAW 1 ,6
LA4420,PUBLIC LAW 2 ,6
LA4430,CONSTITUTIONAL LAW 1 ,6
LA4440,CONSTITUTIONAL LAW 2 ,6
LA4490,PUBLIC LAW 1 ,6
LA4492,PUBLIC LAW 2 ,6
LA4510,LAW OF BUSINESS ASSOCIATION 1 ,6
LA4520,LAW OF BUSINESS ASSOCIATION 2 ,6
LA4530,COMPANY LAW 1 ,6
LA4540,COMPANY LAW 2 ,6
LA4590,LAW OF BUSINESS ASSOCIATIONS 1 ,6
LA4592,LAW OF BUSINESS ASSOCIATIONS 2 ,6
LA4610,LAND LAW 1 ,6
LA4620,LAND LAW 2 ,6
LA4690,LAND LAW 1 ,6
LA4692,LAND LAW 2 ,6
LA4713,LAW OF EUROPEAN INSTITUTIONS (A) ,6
LA4720,SUBSTANTIVE LAW OF THE EC ,6
LA4722,EU LAW (B) ,6
LA4723,LAW OF EUROPEAN INSTITUTIONS (B) ,6
LA4790,LAW OF EUROPEAN INSTITUTIONS ,6
LA4792,EC LAW ,6
LA4801,PRINCIPLES OF LAW ,6
LA4810,EQUITY AND TRUSTS 1 ,6
LA4828,EQUITY AND TRUSTS 2 ,6
LA4890,EQUITY AND TRUSTS 1 ,6
LA4892,EQUITY AND TRUSTS 2 ,6
LA4901,PRINCIPLES OF LAW ,6
LA4904,THE LEGAL ENVIRONMENT OF BUSINESS ,6
LA4907,LEGAL ENVIRONMENT OF BUSINESS ,6
LA4908,PROJECT 2 ,6
LA4912,COMPANY LAW 2 ,6
LA4917,ENVIRONMENTAL LAW ,6
LA4918,COMPANY LAW ,6
LA4922,SPORT AND THE LAW ,6
LA4928,COMPANY AND PARTNERSHIP LAW ,6
LA4937,EVIDENCE ,6
LA4938,ADMINISTRATIVE LAW ,6
LA4942,LAW OF EUROPEAN INSTITUTIONS ,6
LA4991,LAW OF EVIDENCE (ONLINE) ,6
LA4992,CONSTITUTIONAL LAW 2 ,6
LA5000,DISSERTATION 2 (MA IN CIVIL AND CANON LAW) ,6
LA5001,PUBLIC INTERNATIONAL LAW ,9
LA5002,IRISH AND EUROPEAN LABOUR LAW ,6
LA5003,INTELLIGENCE MANAGEMENT – WORK BASED LEARNING II ,24
LA5011,THE EUROPEAN UNION AS A LEGAL SYSTEM ,9
LA5012,SELECTED TOPICS IN CANON LAW ,6
LA5013,LAW AND ETHICAL DECISION MAKING ,6
LA5021,MEDIA LAW ,9
LA5022,LEGAL ASPECTS OF EUROPEAN INTEGRATION ,9
LA5031,LEGAL ENVIRONMENT OF BUSINESS ,6
LA5041,BUSINESS LAW ,9
LA5042,THE CIVIL LAW OF CHURCH ADMINISTRATION ,6
LA5051,ADVANCED LEGAL RESEARCH METHODS (ONLINE) ,3
LA5052,DISSERTATION 1 (MA IN CIVIL AND CANON LAW) ,6
LA5061,PENOLOGY AND VICTIMOLOGY (ONLINE) ,9
LA5062,USING EVIDENCE TO IMPROVE SOCIETAL OUTCOMES IN THE ,9
LA5071,EQUALITY AND DIVERSITY IN THE WORKPLACE (ONLINE) ,6
LA5072,COMPANY AND PARTNERSHIP LAW ,6
LA5081,POSTGRADUATE CONSTITUTIONAL LAW - FUNDAMENTAL ,6
LA5082,LEGAL ASPECTS OF AVIATION FINANCE AND LEASING ,6
LA5091,EQUALITY IN PRACTICE 1 ,6
LA5092,YOUTH CRIME (ONLINE) ,9
LA5101,INTRODUCTION TO COMPARATIVE AND EUROPEAN LAW ,9
LA5102,COMPARATIVE COMPETITION LAW ,9
LA5111,COMPARATIVE LAW OF CIVIL OBLIGATIONS ,9
LA5112,LAW OF THE COMMON AGRICULTURAL POLICY ,9
LA5121,COMPARATIVE LAW OF REAL PROPERTY ,9
LA5131,COMPARATIVE PUBLIC LAW ,9
LA5132,COMPARATIVE LEGAL RESEARCH SKILLS ,3
LA5141,GENERAL NORMS IN CANON LAW ,6
LA5142,LLM DISSERTATION 1 ,15
LA5150,LLM DISSERTATION 2 ,15
LA5151,EQUALITY IN PRACTICE 2 ,12
LA5152,EUROPEAN CRIMINAL LAW ,9
LA5153,COMPARATIVE INTERNATIONAL PROTECTION OF HUMAN ,9
LA5161,POLICE AND JUDICIAL COOPERATION IN THE EU ,9
LA5171,INTELLIGENCE MANAGEMENT – WORK BASED LEARNING I ,9
LA5172,Comparative Criminal Justice ,9
LA5181,COURT PROSECUTIONS AND PRESENTATION ,6
LA5182,European Legal History ,9
LA5212,COVERT OPERATIONS MANAGEMENT ,9
LA5222,HYDRA MODULE - IMMERSIVE LEARNING IN A SIMULATED ,9
LA5232,WORK BASED LEARNING II PERSONAL DEVELOPMENT ,6
LA5242,WORK BASED LEARNING 1 MOOT COURT ,6
LA5901,INTRODUCTION TO COMPARATIVE AND EUROPEAN LAW (B) ,9
LA5911,COMPARATIVE LAW OF REAL PROPERTY (B) ,9
LA5921,COMPARATIVE LAW OF CIVIL OBLIGATIONS (B) ,9
LA5931,COMPARATIVE LEGAL RESEARCH SKILLS (B) ,3
LA6001,ADVANCED LEGAL RESEARCH METHODS ,3
LA6002,DISSERTATION METHODOLOGY ,3
LA6003,CORPORATE AND COMMERCIAL LAW ,3
LA6004,DOCTORAL RESEARCH PORTFOLIO 2 ,9
LA6005,DOCTORAL RESEARCH PORTFOLIO 3 ,9
LA6006,DOCTORAL RESEARCH PORTFOLIO 4 ,9
LA6011,INTERNATIONAL BUSINESS TRANSACTIONS ,6
LA6012,LAW AND ENGINEERING ,6
LA6013,DOCTORAL RESEARCH PORTFOLIO 1 ,9
